Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,60000
1,0,5,19,60000
2,0,8,40,60000
3,0,7,64,60000
4,0,5,89,60000
5,0,9,109,60000
6,97,5,39,60000
7,163,4,0,0
8,189,4,0,0
9,212,4,0,0
10,237,2,0,0
11,256,6,0,0
12,285,4,0,0
13,310,4,0,0
14,332,9,0,0
15,360,7,0,0
16,383,10,0,0
17,416,5,0,0
18,441,7,0,0
19,460,15,0,0
20,498,5,0,0
21,520,10,0,0
22,554,4,0,0
